id,mini_lesson_id,prompt,choices,correct_answer,feedback,sort_order
"abaae816-7477-4a87-904f-5057bad62007","0d00bf80-1a4b-4914-b56b-f9b032b3995a","You want to cook an egg gently in hot water without a shell. Which method fits best?","[""Roasting"",""Poaching"",""Pan-searing"",""Freezing""]","B","Poaching uses gentle hot liquid and is commonly used for eggs.","2"
"5aa152d3-0feb-437f-ad25-7683a04d5ddf","29d567ca-3628-40b7-9de2-9d491e3c3c54","A large pot of pasta is ready, but the pot is too heavy to pour safely. What is the safest option?","[""Pour quickly and hope the water misses you"",""Hold the colander with one hand in midair"",""Use tongs, a spider, or a slotted spoon to remove the pasta"",""Scoop boiling water with a glass cup""]","C","Removing pasta with a tool avoids lifting and pouring a heavy pot of boiling water.","1"
"3307b8cf-bd96-4671-9b8c-bf9aeec74829","29d567ca-3628-40b7-9de2-9d491e3c3c54","A starchy pot begins boiling over. What should you do first?","[""Add more heat"",""Clamp the lid tighter"",""Pour oil into the overflowing water"",""Lower the heat or carefully move the pot off the burner""]","D","Reducing heat helps calm the boil-over. Tight covering or more heat can make it worse.","2"
"0050e5ce-3cf5-438b-965a-3a2c9e38c69c","d38eb29b-9ace-4da5-94a9-c5fa1964ccd6","You want cauliflower pieces with browned edges and deeper flavor. Which method and setup fit best?","[""Roast them spread out on a sheet pan"",""Bake them piled in a deep covered bowl"",""Poach them in water"",""Microwave them in a sealed plastic bag""]","A","Roasting on a sheet pan gives the cauliflower dry heat and surface area for browning.","1"
"01819e04-d28b-465f-b556-3e42a0d02da1","d38eb29b-9ace-4da5-94a9-c5fa1964ccd6","Cookie dough spreads too much because it went into an oven that was still warming up. What likely happened?","[""The cookies roasted too quickly"",""The cookies started melting before the oven reached the intended baking temperature"",""The oven was too accurate"",""The cookie dough had too much browning space""]","B","Baking often depends on starting at the intended oven temperature so structure forms at the right time.","2"
"f1a1f899-a9a8-488b-818b-927dbf84bf77","9dce1db2-1ce9-428a-88c2-2d24bac19af7","Roasted vegetables are soft but not browned. Which change is most likely to help next time?","[""Pile them deeper in the same pan"",""Cover the pan tightly with foil the whole time"",""Use a larger sheet pan or cook in batches"",""Add water to the pan""]","C","More space lets moisture escape and helps vegetables brown instead of steam.","1"
"70ddd4bd-cb52-4d93-8f11-8296d0927366","9dce1db2-1ce9-428a-88c2-2d24bac19af7","Halfway through roasting potatoes, the bottoms are browned but the tops are pale. What should you do?","[""Add cold water"",""Turn off the oven"",""Cover them with a wet towel"",""Turn or stir them so more sides contact the hot pan""]","D","Turning exposes more sides to heat and helps browning happen more evenly.","2"
"3643bfa9-bac3-4039-81b3-21a097c051d1","bb9fe604-ca36-49e5-bd10-8f59eb47a382","A cake looks browned outside but jiggles in the center. What is the best interpretation?","[""The center may not be set yet"",""It is definitely overbaked"",""It no longer needs heat"",""It should be frozen immediately""]","A","Browning outside does not always mean the center is set. Cakes need internal structure before removal.","1"
"f402771c-0826-4e18-a7dd-108b6c34a71e","bb9fe604-ca36-49e5-bd10-8f59eb47a382","A roasted whole chicken is browned on the outside. What is the most reliable way to know it is safely cooked?","[""Guess based on the skin color only"",""Check the internal temperature with a food thermometer"",""Press the outside with a spoon"",""Assume browning always means safe""]","B","A thermometer is more reliable than color alone for checking doneness in poultry.","2"
"4c7db4f5-29e8-46fc-ae51-e4b9d75c88a0","74512680-b73d-4499-a637-2974f159a4a4","You need to slice a round potato, but it keeps rolling. What should you do first?","[""Hold it in the air while slicing"",""Push harder with the knife"",""Cut a flat side so the potato sits steadily"",""Oil the potato so it moves freely""]","C","A flat side keeps round food more stable and reduces the chance of the knife slipping.","1"
"7ae03353-f381-49a7-a9e0-21f1a3871aeb","74512680-b73d-4499-a637-2974f159a4a4","Your cutting board slides while chopping. What is the safest fix?","[""Hold the board down with the knife hand"",""Cut faster so it has less time to move"",""Put loose paper underneath it"",""Place a damp towel or non-slip mat underneath it""]","D","A damp towel or non-slip mat grips the counter and helps stabilize the cutting board.","2"
"8f7627ed-4650-4989-ae2c-68a48071f54c","6313c865-a924-48c3-a493-3e854c85dbb3","You finish chopping and need to move the knife to another counter. What is the safest carry method?","[""Hold it at your side with the blade pointed down and away from others"",""Carry it point-first at chest height"",""Hide it under a towel while walking"",""Toss it gently onto the next counter""]","A","Keeping the blade down and away reduces the chance of cutting yourself or someone nearby.","1"
"fedbbb0d-9fe6-4e53-bef1-2c70fba24f90","6313c865-a924-48c3-a493-3e854c85dbb3","A sharp knife slips off the counter. What should you do?","[""Catch it by the handle if possible"",""Step back and let it fall"",""Catch it by the blade"",""Kick it back onto the counter""]","B","Trying to catch a falling knife is dangerous. Step back and let it fall.","2"
"c2776701-6d17-4e09-836d-eac737c781e9","9141e588-df40-4eb4-afeb-76037aabcc5d","You cut raw chicken and then need to chop lettuce. What should happen before using the board again?","[""Wipe it quickly with a dry towel only"",""Use the same board because lettuce is cold"",""Wash and sanitize the board, or use a separate clean board"",""Flip the board without cleaning it""]","C","Raw chicken can contaminate surfaces. The board should be cleaned and sanitized or replaced with a clean board before cutting ready-to-eat foods.","1"
"459a76dc-7e7e-41d2-9fd4-cc44de389765","9141e588-df40-4eb4-afeb-76037aabcc5d","Why is leaving a sharp knife hidden in a sink full of soapy water unsafe?","[""The knife becomes too clean"",""The knife cannot cut in water"",""The soap makes the blade disappear permanently"",""Someone may reach in without seeing the blade""]","D","A hidden blade can cut someone reaching into the sink. Wash sharp knives separately and keep them visible.","2"
"6476fe90-1f0f-4e6a-9055-b8051c85781d","a924535a-35d0-43ca-a4f1-59d1cd27d419","You want a browned crust on steak, but your thin pan cools down quickly. Which pan would be a better match?","[""Cast iron or heavy stainless steel skillet"",""Plastic mixing bowl"",""Thin disposable tray"",""Small glass cup""]","A","Cast iron and heavy stainless steel hold heat better, which helps develop browning.","1"
"20b338d0-b4a5-458a-a23a-3efa4f58614d","a924535a-35d0-43ca-a4f1-59d1cd27d419","You are stir-frying vegetables and they pile up in a small pan. What tool would better match the method?","[""A coffee mug"",""A wok or large skillet"",""A narrow saucepan filled to the top"",""A plastic storage container""]","B","Stir-frying needs high heat and space so food cooks quickly instead of steaming in a pile.","2"
"4ba99533-69c7-48de-acdb-171f8cd080e5","225bd935-0aff-4e9b-bc15-0fb42dff6060","You are simmering tomato sauce for an hour. Which cookware is the best match?","[""Uncoated reactive aluminum"",""A plastic bowl on the stove"",""Stainless steel or enameled cookware"",""A cardboard container""]","C","Tomato sauce is acidic, so nonreactive cookware such as stainless steel or enameled cookware is a better choice.","1"
"ae3c14ee-abf5-4aa7-a89a-ce6994da2118","225bd935-0aff-4e9b-bc15-0fb42dff6060","You are cooking delicate scrambled eggs and want minimal sticking. Which pan is the best beginner choice?","[""Unlined stockpot"",""Baking sheet"",""Metal colander"",""Nonstick skillet""]","D","A nonstick skillet helps delicate eggs release more easily while cooking.","2"
"c65b9ace-e0ac-47a2-ad71-0bb8028f2f63","ab854a5e-b270-451f-9ae1-e5afef85e5e0","Why should cookware used on a glass stovetop have a flat bottom?","[""It improves contact, stability, and heat transfer"",""It makes food cook without heat"",""It prevents the pan from needing washing"",""It turns the stovetop into an oven""]","A","Flat-bottom cookware sits securely and transfers heat more evenly on a glass stovetop.","1"
"b827c52f-dd5f-4ae6-8ea9-339d16d62690","ab854a5e-b270-451f-9ae1-e5afef85e5e0","You want to brown food under the oven broiler. Which choice is safest?","[""Plastic storage container"",""Broiler-safe metal cookware or cast iron"",""Regular drinking glass"",""Paper plate""]","B","Broilers use intense direct heat, so cookware must be safe for broiler use.","2"
"51ecbc07-f33c-47d6-becd-78abe1061bea","cb006ba1-b218-475b-ab13-e3ce64ff3fd8","You need to roll dough evenly but do not own a rolling pin. Which substitute best copies the tool’s function?","[""A fork with sharp tines"",""A damp towel"",""A clean smooth bottle or sturdy cup"",""A flexible plastic bag full of air""]","C","A smooth bottle or sturdy cup has a rolling shape similar to a rolling pin.","1"
"fe75462d-f1c2-4b62-8f1c-1998967036fa","cb006ba1-b218-475b-ab13-e3ce64ff3fd8","You need to flatten chicken breasts without a meat mallet. Which workaround is safest?","[""Use a sharp knife blade to pound the chicken"",""Use a glass cup that may shatter"",""Use your bare fist on uncovered raw chicken"",""Use the flat bottom of a heavy skillet or rolling pin over wrapped chicken""]","D","A heavy flat tool can apply pressure evenly, and wrapping the chicken helps contain mess and contamination.","2"
"c072263a-ae23-449b-be7b-b97d65b252cc","806750d9-e3ed-4d4d-9aff-71f202c33c7b","You need finely prepared garlic but do not own a garlic press. What should you do?","[""Mince the garlic finely with a knife"",""Leave the cloves whole and raw in the finished dish"",""Replace the garlic with flour"",""Crush it with a dirty sponge""]","A","A knife can mince garlic finely, even though it may take longer than a press.","1"
"5a3da854-2ac2-46fb-a8a2-698352cdec40","806750d9-e3ed-4d4d-9aff-71f202c33c7b","You need to spread a thin layer of oil but have no pastry brush. Which workaround is most reasonable?","[""Use raw chicken as a brush"",""Use a clean spoon or clean fingers to spread it lightly"",""Use a dirty towel"",""Pour the whole bottle on the food""]","B","A clean spoon or clean fingers can spread a small amount of oil safely when a brush is unavailable.","2"
"16939747-5b17-48c5-bb2c-b7a8aef6b70e","75e1c6da-0b25-492f-9249-fb4306970300","You need to melt chocolate gently without a double boiler. Which setup is best?","[""A plastic bowl directly on a burner"",""Chocolate in a dry pan over high heat"",""A heat-safe bowl set over a pot of gently simmering water, with the bowl above the water"",""A paper plate over boiling water""]","C","A heat-safe bowl over simmering water creates gentle indirect heat, which helps prevent scorching.","1"
"5882d56d-c881-49e3-996e-4159f01d36d2","75e1c6da-0b25-492f-9249-fb4306970300","You need to drain pasta but do not have a colander, and the pot is heavy. What is the safest workaround?","[""Pour boiling water through your fingers"",""Balance the lid loosely and pour quickly"",""Use a paper towel as a strainer"",""Lift the pasta out with tongs, a spider, or a slotted spoon""]","D","Removing pasta with a tool avoids pouring a heavy pot of boiling water without proper equipment.","2"
